,icf,icf_face_03,icf_face_05,icf_face_07,dg
all,0.7281719645559868,0.7386982489178977,0.7420567424037281,0.7460851297800076,0.794056089323651
person,0.7302131038835435,0.7409161907723021,0.7443869271044825,0.7485233481122913,0.7959688693770053
no person,0.6646467099738604,0.6696704667144971,0.6695356879414783,0.6702018041324077,0.7345256897039494
animal,0.7119439150959903,0.7195201288386394,0.7227281935443141,0.7280603054911146,0.7943979253514714
sports,0.7535601372990017,0.7626789888568963,0.7665175522463407,0.7712520293103546,0.8148871591164253
electronic,0.7294758135888292,0.7398406492204395,0.7432001364523975,0.747440006585815,0.7956914141812141
