,ik,ik_face_03,ik_face_05,ik_face_07
all,0.554114199504675,0.8176877287830864,1.0044109796084575,1.1159808474884974
person,0.5606100442453085,0.8306727091473023,1.0227648670334994,1.1387364298007039
no person,0.3540686951451657,0.4135633398967756,0.43319305464541696,0.40777139797595086
animal,0.5380787685745061,0.7404153257390313,0.9000098342045616,1.0046692445493839
sports,0.6793468524937849,0.9268781288899297,1.1039187068399703,1.2115993713968105
electronic,0.6023986833302146,0.8539986050066122,1.0314356490003314,1.13547240758168
