,gbvs,gbvs_face_03,gbvs_face_05,gbvs_face_07
all,0.09100665799759013,0.08933909036721752,0.08745726873706687,0.0817770086220696
person,0.08731551379204326,0.0862884733061929,0.08512724532228656,0.08029444563671445
no person,0.13223953738164596,0.12902492228455667,0.1250560157287609,0.11695551099970022
animal,0.07702715142975984,0.07569268101983058,0.07443555434238577,0.07095378717494838
sports,0.08843901158307789,0.08769802701455595,0.08689771694227279,0.08331506514585399
electronic,0.08029911182399214,0.07981375005357731,0.07926918155970598,0.07650594901020151
