,covsal,covsal_face_03,covsal_face_05,covsal_face_07
all,0.4370976995874138,0.48768276070021127,0.5318272096689872,0.5667116885102661
person,0.4358923406477711,0.4876695035702107,0.533301449414972,0.5697823883709071
no person,0.47461142168853887,0.48809535505227086,0.4859452583908855,0.47114398876582514
animal,0.4314934049382058,0.47108345655870515,0.510618056082738,0.5440830547519436
sports,0.43212458634411666,0.4780526087417854,0.5225608941624998,0.5638236521252187
electronic,0.431503878075041,0.480497838301462,0.5249702044448132,0.5602911464741357
