,0.0,0.3,0.5,0.7
all,0.6895200340500791,0.8883234594457592,1.0423542425473638,1.1527521051480634
person,0.6967251728105823,0.9004950555517269,1.0590498508037025,1.1740647447178356
no person,0.46558148375117997,0.5095135806375787,0.5227460264062126,0.489450567517391
animal,0.6532239771751934,0.8097414382389883,0.9386446540563022,1.03577713825777
sports,0.7764596102283631,0.9651823709717755,1.1171803798366173,1.235340123936734
electronic,0.7102347469362654,0.9036454707789084,1.0549500052142853,1.1640140073661545
