,0.0,0.3,0.5,0.7
aim,0.0,0.0,0.0,0.0
cas,0.4260643165172631,0.4428482231390313,0.4618783121462635,0.49458675645172856
covsal,0.44045388854684786,0.4821802538207743,0.518203845360816,0.5459726531663828
gbvs,0.4698487091831998,0.48641117275069146,0.5050118074202132,0.5355338582231454
icf,0.4703393621744967,0.49538853817238526,0.516526305784326,0.5383270127528913
ik,0.39642914094700415,0.42762502654264717,0.4593951299815569,0.49618499653277687
sun,0.36020730350553354,0.3857858340018911,0.4127529456777231,0.45250231256751644
