,all,person,no person,animal,sports,electronic
aim,0.0,0.0,0.0,0.0,0.0,0.0
cas,2.770934535188446,2.743063188874417,3.325988426067826,3.1544203861416107,2.6678220385189717,2.7920219231812213
covsal,2.201706052750465,2.1866746141351783,2.6141355664627985,2.3260622922183587,2.253755372170433,2.1296520094195714
gbvs,2.5923096635427494,2.5659105287076156,3.051764938160963,2.9617701167617425,2.4297246019818526,2.6140163927660858
icf,2.995829789204554,2.96165333121472,3.6681476889161,3.5882082422589017,3.372282742946028,3.0225199912034553
ik,3.7780335465954367,3.7780806116692114,3.4532005364688088,3.5667940467919395,5.649857867017629,3.468396129600752
sun,2.824380081198102,2.7947692862835294,3.4468963948355014,3.1969727914541797,2.7692996562446273,2.8168600221840587
